reviews,category_sentiment,category,sentiment
bagus.pelayanan ramah. sedikit kurang bersih..ok lah,service-pos,service,pos
bagus.pelayanan ramah. sedikit kurang bersih..ok lah,kebersihan-neg,kebersihan,neg
"menyenangkan, overall semuanya bagus, cuman di kamar mandinya aja pas kita lagi mandi, itu lantai banjir, mungkin saluran airnya agak mampet ya",general-pos,general,pos
"menyenangkan, overall semuanya bagus, cuman di kamar mandinya aja pas kita lagi mandi, itu lantai banjir, mungkin saluran airnya agak mampet ya",kebersihan-neg,kebersihan,neg
bau kamar ketika pertama kali masuk kamar kurang enak,bau_P1-neg,bau_P1,neg
"Sedikit kecewa dengan Airy Gubeng Bangka 15. Sangat tidak sesuai harapan seperti Airy yg lain. Kecoak, tempat tidak bersih, kasur kotor, kamar mandi kotor, debu di mana, bekas rambut di segala tempat. ",kebersihan-neg,kebersihan,neg
"Sedikit kecewa dengan Airy Gubeng Bangka 15. Sangat tidak sesuai harapan seperti Airy yg lain. Kecoak, tempat tidak bersih, kasur kotor, kamar mandi kotor, debu di mana, bekas rambut di segala tempat. ",linen_P1-neg,linen_P1,neg
bgus interiornya..hanya sj kbersihan toilet kurang d jaga..ptgas tdk ramah dan senyum dengn trpaksa..sangat di syangkan,kebersihan-neg,kebersihan,neg
bgus interiornya..hanya sj kbersihan toilet kurang d jaga..ptgas tdk ramah dan senyum dengn trpaksa..sangat di syangkan,service-neg,service,neg
"Sy pelanggan setya airy, hmpir 1 mnggu x sy mnginap. tpi baru klo ini sy stay di airy ini Sy menemukan bekas makanan sisa yg sudh busuk di minibar, mineral water cumn ada 1, snack tidak ada, bath towel 1, shower gak ada air panas nya, dan 1 lagi AC tdk dingin itu AC apa cumn buat pajangan? Intinya saya sgt kcewa. Pdhl hrg 400 rb keats",kebersihan-neg,kebersihan,neg
"Sy pelanggan setya airy, hmpir 1 mnggu x sy mnginap. tpi baru klo ini sy stay di airy ini Sy menemukan bekas makanan sisa yg sudh busuk di minibar, mineral water cumn ada 1, snack tidak ada, bath towel 1, shower gak ada air panas nya, dan 1 lagi AC tdk dingin itu AC apa cumn buat pajangan? Intinya saya sgt kcewa. Pdhl hrg 400 rb keats",linen_P1-neg,linen_P1,neg
"Sy pelanggan setya airy, hmpir 1 mnggu x sy mnginap. tpi baru klo ini sy stay di airy ini Sy menemukan bekas makanan sisa yg sudh busuk di minibar, mineral water cumn ada 1, snack tidak ada, bath towel 1, shower gak ada air panas nya, dan 1 lagi AC tdk dingin itu AC apa cumn buat pajangan? Intinya saya sgt kcewa. Pdhl hrg 400 rb keats",air_panas_P1-neg,air_panas_P1,neg
"Sy pelanggan setya airy, hmpir 1 mnggu x sy mnginap. tpi baru klo ini sy stay di airy ini Sy menemukan bekas makanan sisa yg sudh busuk di minibar, mineral water cumn ada 1, snack tidak ada, bath towel 1, shower gak ada air panas nya, dan 1 lagi AC tdk dingin itu AC apa cumn buat pajangan? Intinya saya sgt kcewa. Pdhl hrg 400 rb keats",ac_P1-neg,ac_P1,neg
"Sy pelanggan setya airy, hmpir 1 mnggu x sy mnginap. tpi baru klo ini sy stay di airy ini Sy menemukan bekas makanan sisa yg sudh busuk di minibar, mineral water cumn ada 1, snack tidak ada, bath towel 1, shower gak ada air panas nya, dan 1 lagi AC tdk dingin itu AC apa cumn buat pajangan? Intinya saya sgt kcewa. Pdhl hrg 400 rb keats",general-neg,general,neg
"kamar bersih, tapi sayang acnya bermasalah gak dingin, akhirnya di kasih kipas angin, tapi overall bagus, breakfast hanya teh dan roti",kebersihan-pos,kebersihan,pos
"kamar bersih, tapi sayang acnya bermasalah gak dingin, akhirnya di kasih kipas angin, tapi overall bagus, breakfast hanya teh dan roti",ac_P1-neg,ac_P1,neg
"kamar bersih, tapi sayang acnya bermasalah gak dingin, akhirnya di kasih kipas angin, tapi overall bagus, breakfast hanya teh dan roti",general-pos,general,pos
"kamar bersih, tapi sayang acnya bermasalah gak dingin, akhirnya di kasih kipas angin, tapi overall bagus, breakfast hanya teh dan roti",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"tidak sesuai ekspektasi karena kondisi kamar yg sudah retak pada dinding dan kamar mandi nya kotor, bahkan masih ada tempat sabun di dalam rak kamar mandi. ",kebersihan-neg,kebersihan,neg
"Kamar mandi kotor,air hangat gak nyala,nyamuknya buanyaaaakkk sampe pindah kamar 3 kali aduhhhh kecewa😓😓",kebersihan-neg,kebersihan,neg
"Kamar mandi kotor,air hangat gak nyala,nyamuknya buanyaaaakkk sampe pindah kamar 3 kali aduhhhh kecewa😓😓",air_panas_P1-neg,air_panas_P1,neg
"Ketika istirahat malam sekitar pukul 11 pm, kamar saya coba ada yg masuk dari luar. Sepertinya itu staff nya",service-neg,service,neg
"air bilas toilet macet, ac tidak ada remote, saluran tivi sedikit. air panas tidak bisa diatur. tp okelah kalo cuman buat transit karna murah. ",ac_P1-neg,ac_P1,neg
"air bilas toilet macet, ac tidak ada remote, saluran tivi sedikit. air panas tidak bisa diatur. tp okelah kalo cuman buat transit karna murah. ",tv_P1-neg,tv_P1,neg
"air bilas toilet macet, ac tidak ada remote, saluran tivi sedikit. air panas tidak bisa diatur. tp okelah kalo cuman buat transit karna murah. ",air_panas_P1-neg,air_panas_P1,neg
"sangat baik,  hanya kurang ac ny gak dingin",ac_P1-neg,ac_P1,neg
"Kamar mandi bau, sarapan porsinya sedikit, coba disediakan pemanas air",bau_P1-neg,bau_P1,neg
"Kamar mandi bau, sarapan porsinya sedikit, coba disediakan pemanas air",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Kamar mandi bau, sarapan porsinya sedikit, coba disediakan pemanas air",air_panas_P1-neg,air_panas_P1,neg
seprei dan bed cover nya agak lusuh. selain itu yg lain ckp baik.,linen_P1-neg,linen_P1,neg
seprei dan bed cover nya agak lusuh. selain itu yg lain ckp baik.,general-pos,general,pos
kadang air panasnya tidak menyala selebihnya baik kok,air_panas_P1-neg,air_panas_P1,neg
kadang air panasnya tidak menyala selebihnya baik kok,general-pos,general,pos
kamar mandi kotor sedikit & Lampu tidur rusak..,kebersihan-neg,kebersihan,neg
"kamar kurang bersih aja,tpi overall baik",kebersihan-neg,kebersihan,neg
"kamar kurang bersih aja,tpi overall baik",general-pos,general,pos
"tdk ada handuk, ac tdk dingin",ac_P1-neg,ac_P1,neg
"tdk ada handuk, ac tdk dingin",linen_P1-neg,linen_P1,neg
hanya saja tv singnalnya suka hilang. dan cenalnyapun terllu sedikit. selebihnya cukup memuaskan. terimakasih,tv_P1-neg,tv_P1,neg
hanya saja tv singnalnya suka hilang. dan cenalnyapun terllu sedikit. selebihnya cukup memuaskan. terimakasih,general-pos,general,pos
"pelayanan staff oke, tapi ac tidak dingin, gerah tidak ada air panas chanel tvnya sedikit sekali. Hotel melati look a like",service-pos,service,pos
"pelayanan staff oke, tapi ac tidak dingin, gerah tidak ada air panas chanel tvnya sedikit sekali. Hotel melati look a like",ac_P1-neg,ac_P1,neg
"pelayanan staff oke, tapi ac tidak dingin, gerah tidak ada air panas chanel tvnya sedikit sekali. Hotel melati look a like",air_panas_P1-neg,air_panas_P1,neg
"pelayanan staff oke, tapi ac tidak dingin, gerah tidak ada air panas chanel tvnya sedikit sekali. Hotel melati look a like",tv_P1-neg,tv_P1,neg
Spreinya tidak diganti..air mandi dak kencang,linen_P1-neg,linen_P1,neg
"pelayanannya kok menurun nih? biasanya fast respon, wifi dan maintenance nya kurang good... tingkatkan lg dong, biar mantap jiwa.. pelanggan setia palmerah 75 nihh..... 😁 pelanggan setia jgn dikecewakan, nanti abangnya pergi lhoo.... 😱",service-neg,service,neg
"pelayanannya kok menurun nih? biasanya fast respon, wifi dan maintenance nya kurang good... tingkatkan lg dong, biar mantap jiwa.. pelanggan setia palmerah 75 nihh..... 😁 pelanggan setia jgn dikecewakan, nanti abangnya pergi lhoo.... 😱",wifi_P1-neg,wifi_P1,neg
"air panas tidak hidup, petugas hotelnya kurang ramah",air_panas_P1-neg,air_panas_P1,neg
"air panas tidak hidup, petugas hotelnya kurang ramah",service-neg,service,neg
"kamar kurang bersih,  kamar mandi jorok. pelayanan tidak ramah,  tidak ada fasilitas sesuai airy",kebersihan-neg,kebersihan,neg
"kamar kurang bersih,  kamar mandi jorok. pelayanan tidak ramah,  tidak ada fasilitas sesuai airy",service-neg,service,neg
"kamar kurang bersih,  kamar mandi jorok. pelayanan tidak ramah,  tidak ada fasilitas sesuai airy",linen_P1-neg,linen_P1,neg
overall nyaman banget cuma sedikit saja masukan lantai nya masih kurang bersih nyapunya 😁penjaganya pun ramah ,air_panas_P1-neg,air_panas_P1,neg
overall nyaman banget cuma sedikit saja masukan lantai nya masih kurang bersih nyapunya 😁penjaganya pun ramah ,kebersihan-neg,kebersihan,neg
overall nyaman banget cuma sedikit saja masukan lantai nya masih kurang bersih nyapunya 😁penjaganya pun ramah ,service-pos,service,pos
"sangat sangat dan sangat parah. panas, bau pengap, pesing di semua kamarnya,yakin gak mampu bertahan walau dalam 5 menit. seram (sepertinya tdk ada tamu yg sanggup nginap). yakin rugi 1000% 😱",bau_P1-neg,bau_P1,neg
"shower tidak menyala, ac sudah tua dan kurang dingin",ac_P1-neg,ac_P1,neg
"tempatnya bersih pelayanan ramah, tapi pada saya menginap tv di kamar saya rusak, tempat shower rusa",kebersihan-pos,kebersihan,pos
"tempatnya bersih pelayanan ramah, tapi pada saya menginap tv di kamar saya rusak, tempat shower rusa",service-pos,service,pos
"tempatnya bersih pelayanan ramah, tapi pada saya menginap tv di kamar saya rusak, tempat shower rusa",tv_P1-neg,tv_P1,neg
"airy room mengerti kemauan pelanggannya, tapi sayang pihak hotel tidak memberikan cemilan sesuai yg dicantumkan di Kotak airy",linen_P1-neg,linen_P1,neg
"Kamarnya bagus, pelayanan bagus Tapi Sayang Ac nya bocor jdi lantainya basah berair Thanks.",service-pos,service,pos
"Kamarnya bagus, pelayanan bagus Tapi Sayang Ac nya bocor jdi lantainya basah berair Thanks.",ac_P1-neg,ac_P1,neg
"Kamarnya bagus, pelayanan bagus Tapi Sayang Ac nya bocor jdi lantainya basah berair Thanks.",kebersihan-neg,kebersihan,neg
"Kamarnya kotor dan bau. Apalagi kamar mandi nya. Terlalu mahal  untuk harga yg tertera. Kelebihannya hanya dekat Malioboro saja. Saya langsung check out malam itu juga.Pindah hotel lain.  Hotelnya masuk gang pas satu mobil. Hotel kayaknya hotel lama, tp perawatannya kurang. ",kebersihan-neg,kebersihan,neg
"Kamarnya kotor dan bau. Apalagi kamar mandi nya. Terlalu mahal  untuk harga yg tertera. Kelebihannya hanya dekat Malioboro saja. Saya langsung check out malam itu juga.Pindah hotel lain.  Hotelnya masuk gang pas satu mobil. Hotel kayaknya hotel lama, tp perawatannya kurang. ",bau_P1-neg,bau_P1,neg
tempat resepsionis Kotor. kurang penerangan. lantai lengket. kamar Mandi bersih tapi kumuh.,kebersihan-neg,kebersihan,neg
aroma kamar dan kamar Mandi sangat tidak enak,bau_P1-neg,bau_P1,neg
"Kamar bersih, lokasi strategis. Tapi kamar mandi kurang diperhatikan, ada sisa sampo sasetan. Itu sa",-ignored-,,ignored
"tidak seperti airy lain nya, pelayanan tidak memuaskan, handuk bukan standar hotel, bau & tidak di ganti, air mineral & snack tidak ditambah, ",service-neg,service,neg
"tidak seperti airy lain nya, pelayanan tidak memuaskan, handuk bukan standar hotel, bau & tidak di ganti, air mineral & snack tidak ditambah, ",linen_P1-neg,linen_P1,neg
AC tidak mau dingin,ac_P1-neg,ac_P1,neg
"Kamar berbau tidak sedap, sarung bantal dan gulingnya buruk, shower karatan",bau_P1-neg,bau_P1,neg
"Kamar berbau tidak sedap, sarung bantal dan gulingnya buruk, shower karatan",linen_P1-neg,linen_P1,neg
"kamar remang, lantai kotor, seprei n selimut lembab n bau apek. makanan lumayan, agak kecewa sih",kebersihan-neg,kebersihan,neg
"kamar remang, lantai kotor, seprei n selimut lembab n bau apek. makanan lumayan, agak kecewa sih",linen_P1-neg,linen_P1,neg
"kamar remang, lantai kotor, seprei n selimut lembab n bau apek. makanan lumayan, agak kecewa sih",sunrise_meal_P1-pos,sunrise_meal_P1,pos
hot shower nya tidak ada,air_panas_P1-neg,air_panas_P1,neg
"untuk kebersihan ruang ok... Tp air aqua ga disediakan di kamar, kata orangnya untuk Airyroom ngambil sndri di dispenser (Diluar samping resepsionis)... itu aja makasih...",kebersihan-pos,kebersihan,pos
"untuk kebersihan ruang ok... Tp air aqua ga disediakan di kamar, kata orangnya untuk Airyroom ngambil sndri di dispenser (Diluar samping resepsionis)... itu aja makasih...",linen_P1-neg,linen_P1,neg
"kebersihan kamar oke, AC tidak dingin, Air kurang lancar, Exhaust fan dikamar mandi nggak berfungsi, pokoknya PAYAH....!!!",kebersihan-pos,kebersihan,pos
"kebersihan kamar oke, AC tidak dingin, Air kurang lancar, Exhaust fan dikamar mandi nggak berfungsi, pokoknya PAYAH....!!!",ac_P1-neg,ac_P1,neg
"kebersihan kamar oke, AC tidak dingin, Air kurang lancar, Exhaust fan dikamar mandi nggak berfungsi, pokoknya PAYAH....!!!",general-neg,general,neg
check in dipersulit = karyawan tidak ramah + kamar banyak semut... ,service-neg,service,neg
Diperbolehkan masuk room pukul 14.50. jam 2 belum bisa check-in dengan alasan room belum siap. tapi room sangat bagus. ,service-neg,service,neg
air sempet mati.. air panas ga jalan. pelayanan kurang profesional.. ac bocor.. ,air_panas_P1-neg,air_panas_P1,neg
air sempet mati.. air panas ga jalan. pelayanan kurang profesional.. ac bocor.. ,service-neg,service,neg
air sempet mati.. air panas ga jalan. pelayanan kurang profesional.. ac bocor.. ,ac_P1-neg,ac_P1,neg
"tidak ada snack di room, air panas tidak ada, sprei terlihat kotor dan saya menginap 2 hari tapi dihari pertama kertu saya tidak bisa untuk membuka pintu terpaksa saya harus ke resepsionis..",linen_P1-neg,linen_P1,neg
"tidak ada snack di room, air panas tidak ada, sprei terlihat kotor dan saya menginap 2 hari tapi dihari pertama kertu saya tidak bisa untuk membuka pintu terpaksa saya harus ke resepsionis..",air_panas_P1-neg,air_panas_P1,neg
"tidak ada snack di room, air panas tidak ada, sprei terlihat kotor dan saya menginap 2 hari tapi dihari pertama kertu saya tidak bisa untuk membuka pintu terpaksa saya harus ke resepsionis..",kebersihan-neg,kebersihan,neg
AC tidak dingin sudah 16°C masih tidak dingin.,ac_P1-neg,ac_P1,neg
AC ruangan kurang dingin,ac_P1-neg,ac_P1,neg
Dekat dengan Malioboro..nyaman untuk keluarga..hanya AC kurang dingin..tapi Overall sangat baik,ac_P1-neg,ac_P1,neg
Dekat dengan Malioboro..nyaman untuk keluarga..hanya AC kurang dingin..tapi Overall sangat baik,general-pos,general,pos
Westafel bocor..air bau...biasanya klo sy nginap disni air sy nyalain dlu selama 15 menit nanti klo sdh hilang bau nya baru sy mandi dll..overall kamar nyaman dan dekorasi bagus.,-ignored-,,ignored
AC agak panas,ac_P1-neg,ac_P1,neg
"Wifi kurang sampe ke kamar suka macet macet, selebihnya oke",wifi_P1-neg,wifi_P1,neg
"Wifi kurang sampe ke kamar suka macet macet, selebihnya oke",general-pos,general,pos
"Hotel bersih dan nyaman, fasilitas sesuia dengan tarif. Siaran TV kabur, tidak jelas. Wi-Fi super Ke",kebersihan-pos,kebersihan,pos
"Hotel bersih dan nyaman, fasilitas sesuia dengan tarif. Siaran TV kabur, tidak jelas. Wi-Fi super Ke",tv_P1-neg,tv_P1,neg
"Hotel bersih dan nyaman, fasilitas sesuia dengan tarif. Siaran TV kabur, tidak jelas. Wi-Fi super Ke",wifi_P1-pos,wifi_P1,pos
"Kamar bau rokok, smoking room semua. baju-baju jadi ikutan bau rokok.",bau_P1-neg,bau_P1,neg
Wifi rusak. View kurang baik,wifi_P1-neg,wifi_P1,neg
ac jelek brow. panas,ac_P1-neg,ac_P1,neg
air panas nya ga ada...terlebih air nya kecil bgt dr keran.. mandi jadi susah....,air_panas_P1-neg,air_panas_P1,neg
Kamar yang diberikan tidak sesuai dengan yang difoto wcnya sangat kotor dan pada saat checkin hotel sangat susah ,kebersihan-neg,kebersihan,neg
Kamar yang diberikan tidak sesuai dengan yang difoto wcnya sangat kotor dan pada saat checkin hotel sangat susah ,service-neg,service,neg
Ac nya tolong di dinginin,ac_P1-neg,ac_P1,neg
"Twin Room with B'fast (Kamar 712). Pas masuk, lantainya berdebu. Housekeeping responsif dan langsung bersihkan. B'fast biasa aja. Selain itu semuanya OK.",kebersihan-neg,kebersihan,neg
"Twin Room with B'fast (Kamar 712). Pas masuk, lantainya berdebu. Housekeeping responsif dan langsung bersihkan. B'fast biasa aja. Selain itu semuanya OK.",service-pos,service,pos
"Twin Room with B'fast (Kamar 712). Pas masuk, lantainya berdebu. Housekeeping responsif dan langsung bersihkan. B'fast biasa aja. Selain itu semuanya OK.",sunrise_meal_P1-neg,sunrise_meal_P1,neg
"Twin Room with B'fast (Kamar 712). Pas masuk, lantainya berdebu. Housekeeping responsif dan langsung bersihkan. B'fast biasa aja. Selain itu semuanya OK.",general-pos,general,pos
wifi ga nyala,wifi_P1-neg,wifi_P1,neg
kamar mandi kotor dan butuh pengharum,kebersihan-neg,kebersihan,neg
kamar mandi kotor dan butuh pengharum,bau_P1-neg,bau_P1,neg
"smooking room tolong di siapkan, saya yang merokok di luar di sangka merokok di dalam kamar dengan sombong nya bilang sy bisa di black list sudah sy jelaskan tetapi penyampaian nya kurang baik.. dan saya sangat kecewa mengingat saya kalau menginap 1-2 minggu",service-neg,service,neg
"kamarnya panas, lebih dingin lobby jotelnya",ac_P1-neg,ac_P1,neg
kesan pertama adalah gelap.dibagian lorong antara kamar2 itu kaya bau.entah bau apa.kamar mandi juga,bau_P1-neg,bau_P1,neg
"pelayanan bagus, cuman sayang tidak ada cermin, terus bad cover nya ada bercak kaya bekas darah. terus sarapan, rasa nya minta tolong di koreksi lagi, jangan karena murah terus sarapanya murahan, kan sayang.",service-pos,service,pos
"pelayanan bagus, cuman sayang tidak ada cermin, terus bad cover nya ada bercak kaya bekas darah. terus sarapan, rasa nya minta tolong di koreksi lagi, jangan karena murah terus sarapanya murahan, kan sayang.",linen_P1-neg,linen_P1,neg
"pelayanan bagus, cuman sayang tidak ada cermin, terus bad cover nya ada bercak kaya bekas darah. terus sarapan, rasa nya minta tolong di koreksi lagi, jangan karena murah terus sarapanya murahan, kan sayang.",kebersihan-neg,kebersihan,neg
"pelayanan bagus, cuman sayang tidak ada cermin, terus bad cover nya ada bercak kaya bekas darah. terus sarapan, rasa nya minta tolong di koreksi lagi, jangan karena murah terus sarapanya murahan, kan sayang.",sunrise_meal_P1-neg,sunrise_meal_P1,neg
AC sering keluar air,ac_P1-neg,ac_P1,neg
"+ kamar mandinya bagus dan bersih,  - seprei perlu di laundry ulang krn masih bau , handuk yang bolong lebih baik tidak usah dipakai, dinding yang retak hendaklah di plamir ulang agar terlihat bagus dan AC juga perlu di service ",kebersihan-pos,kebersihan,pos
"+ kamar mandinya bagus dan bersih,  - seprei perlu di laundry ulang krn masih bau , handuk yang bolong lebih baik tidak usah dipakai, dinding yang retak hendaklah di plamir ulang agar terlihat bagus dan AC juga perlu di service ",linen_P1-neg,linen_P1,neg
"+ kamar mandinya bagus dan bersih,  - seprei perlu di laundry ulang krn masih bau , handuk yang bolong lebih baik tidak usah dipakai, dinding yang retak hendaklah di plamir ulang agar terlihat bagus dan AC juga perlu di service ",ac_P1-neg,ac_P1,neg
"Kamarnya bagus, rapi, bersih dan nyaman hanya saja kecewa dengan sarapan paginya. Sarapan jam 7 pagi sdh tdk ada apa2. Nasi goreng tinggal sisa2nya. Petugas tdk ada yg mengecek piring atau mangkuk msh ada atau tidak. ",kebersihan-pos,kebersihan,pos
